text,percent
" : Viv Anderson, el primer futbolista negro de la selección inglesa  #Deportes #Fútbol https://t.co…",0
" :   La luna me está mirando, yo no sé lo que me ve, yo tengo la ropa limpia, ayer tarde la lavé. Lu…",0.05
 El ladronismo comercial. El poéblo robando al poéblo. Gracias al trimardito Chavez.,0.575
 : Eliminar subsidio a gasolina Súper en Agosto 2018 no habría generado un ahorro real al gobierno. Reducción en consumo de…,0.025
TRABAJO DE FIN DE SEMANA,0
 MI BEBÉ HERMOSO cuidate y descansa muchísimo! TE AMO MI BEBÉ,0
" : Agradezco mucho los mensajes , el apoyo de los hinchas , dirigentes , utileros , compañeros , cocineras amigos , famili…",0.05
Pechuga de pollo a la crema mortal ,0
" :   Bien estúpido tu Twitter , es al revés tu w.. .. habla mejor d la represión d Cuba te llena…",0.85
"Un científico y premio Nobel de 1962, despojado de sus títulos por comentarios racistas ",0.1
Eres una basura inservible... Ser humano detestable e imbecil... Cara de raja y un hijo de la gran Re mil puta que… ,0.925
"ERES UNA BASURA COLABORACIONISTA,NO PUEDES NI SABES DISIMULAR ! PATETICO COME MIERDA SOCIALISTA ! NO ES MAL GOBIERNO MIERDA ROJA, ES UNA NARCO CASTRO PORQUERIA !",0.8
 Verdad. Dice el refran: es tonto el que presta un libro y mas aun el que lo devuelve.,0
"Hoy celebramos 61 años desde que llegó la televisión al Perú. En todos este tiempo hemos llevado cultura, información y entretenimiento hasta los lugares más alejados del país  ¡Gracias por acompañarnos y seguir con nosotros a lo largo de este camino!",0
"Nicolás es un mentiroso compulsivo, mitómano o como dicen en El Barrio: “mojonero”, no se cansa de decir mentiras y para colmo, hasta las ratifica.",0.7
"Tengo un perro de raza y otro no. Cuando los saco a pasear se acercan a saludar a la de raza y al otro lo ""empujan""… ",0.1
" Yo estudié Ingeniería Química, trabajé en una fábrica de acero por 13 años en producción. No me expl… ",0
" : De coger con alguien con quien tenes piel y te entendes en la cama,no se vuelveee",0.575
Venga carajo!! ,0.6
" Sí, ese malnacido es",0.625
 Que estaba en medio de una llamada y la he cagado jsjs,0.525
"Soy cule man salao, pero a la vez mojonero. Pero prefiero un término medio",0.7
 que ricas nalgas !!!,0.675
"Otra vez asustados...Cada vez que el tirano Maduro dice que hará anuncios económicos todos comenzamos a temblar y pedir prestado para comprar alimentos antes que abra la jeta. Es increíble lo de ese malparido, faltan 12 días para Navidad y todos pendientes es de comprar alimentos",0.7
  Pinche enano Estupido,1
" : ""La homosexualidad es una enfermedad""

- Hola no puedo ir a trabajar estoy gay",1
"Que cosa fea cuando te dicen que tienen que hablar con vos, me voy, me quedo ",0.05
Vas a rendir matemática:#MemesForPA ,0
   ESTE ES un racista es un desgraciado pero la culpa la tiene los programas que l… ,0.925
Es estupido marginar un género o a la gente que lo escucha por el caso de Pat O Brien.,0.35
" Si eres sentimental es por que eres sensible y eso es bueno, por que de la sensibilidad brincas a la… ",0.1
" : Espero que te encuentres mejor bebé, descansa mereces eso, todo el esfuerzo que le pones a tu trabajo es maravilloso. P…",0
"Bufff, acabo de ver fotos y vídeos. Espero que el malnacido del guarda urbano que ha asesinado a Sota en Barcelona pague por el hecho tan terrible que ha cometido. Menudo hijo de puta",0.7
" : El hijito de Milagro Sala compro al contado en efectivo 7 autos en 5 años.
Y a vos oligarca..como te fue.? …",0.075
"La bebecita bebe link, y bebe whisky, fuma marihuana y tambien se mete piki",0.6
 Asquerosa  vieja de 4ta transformación Jajajajaja,0.7
 :  Lo respondimos en  hace un rato. Ese proyecto de ley es copia de las ideas de un grupúsculo llamado Col…,0
"Si alguna vez me embarazo, mis antojos van estar bien cabrones.  Porque tipo ahorita tengo antojo de un club sandwich bien tostadito con sus papitas y así. WTF.",0.3
Estoy tan arrecho que no se que hacerme! #BuenosDias ,0
"Emigrar es tan arrecho que mucha gente que antes sólo compraba, ahora prepara todo desde las hallacas hasta el pan de jamón",0.125
"""Seriedá"". El presidente anterior tenía un pobre dominio del idioma inglés. El actual ni en español puede hablar bien.",0
 : Un dato preocupante reporta que la Antártida se está derritiendo seis veces más rápido que en la década del ochenta. El estu…,0
" : De qué trabajas?

De tirar pálidas en la televisión.",0.45
 ¡Señorón! ¡Maestro! ,0
    Aguante comer pollo ,0.05
" : también verían el mojón que se genera después de cada comida, no sé Gisela, es raro ",0
 MALDITO NEGRO DE MIERDA COLOMBIANO ,0.9
Los polla vieja de los jueces no hacen ni puta gracia,0.7
Repitamos juntos: la desconexión laboral es un derecho ,0
" :  Sí va jalabolas, ya Maduro tomó nota de tu recomendación, BOLSA.",0.925
"VIOLADOR, ENFERMO DEGENERADO. Esta es la cara del tipo que violó y torturó a una mujer en Bogotá al estilo Rosa Elvira Cely, se le conoce  como ""GONO TASER"" sus ""amiguitos"" ciclistas no quiere hacerle eco a la noticia pero nosotras sí lo haremos. RT ",0.45
"Si, claro, yo entiendo. Fue un buen alumno de un colegio católico, esas cosas son del diablo y le enseñaron bien. El problema fue cuando anduvo con una pecadora rojilla como yo.",0
"me voy a descargar minecraft en la computadora, voy a volver a ser un niño rata",0.175
 Que le pasa esta loca o que,0.45
Deporte es salud. Hay que salir a montar  ,0.125
 Será gafo o se hace ,0.525
 mi ex es un marico,0.8
"VERGAA... TREMENDOJALABOLAS EL COLOMBIANOCARVAJALINO , MANIPULADORDE PRIMERA ",0.625
"Culmina acto de graduación del Gobierno venezolano a los 500 Médicos Especialistas cubanos, esto ocurrió mientras el Hospital de Coche se mantiene cerrado desde hace dos meses por falta de electricidad",0.05
" : Tengo un vocabulario de mierda pero a mi nunca me va a faltar el:
•Gracias
•perdón
•permiso",0.5
"¡Esto es terrible! Sin terremoto y con sensible recuperación del petróleo, Banco Mundial reduce crecimiento de ECUADOR:",0
"Olvidate que si. Quizá decirlo es estúpido porque es obvio que no es lo mismo,  pero siempre hay alguna que otra persona que  flasha. Y tal cual! Esto va a servir para q cada uno antes de actuar lo piense dos veces",0.125
Los basurales ofrecen abrigo y alimento a roedores NO FORMEMOS BASURALES! para poder combatir las RATAS y proteger la salud de todos.,0.075
 AY VAAAAALE. Ahora repitelo sin llorar,0.2
queres venir a dormir la siesta conmigo?enviar.,0.075
Cagado de hambre jeje,0.475
"Hacer turismo también puede ser comprensible!! Presentaremos la colección VIAJA FACIL, guías para visitar ciudades en Lectura Fácil, en la Jornada Técnica “Accesibilidad Cognitiva en la práctica”",0.025
 aplauso cerrado para el diputado ,0.2
Ateo: sólo creo y me guío por la ciencia.  Cristiano: ¿cuántos años tiene la tierra?  Ateo: 4.543.000.000.000 años.  Cristiano: ¿y cuantos años tiene la especie humana?  Ateo: aproximadamente unos 300.000 años.  Cristiano: ¿entonces en qué año estamos?  ateo: 2019.  Cristiano:,0.125
Está divertido el culebrón Nunnally. Contesta a un tweet de un periodista que decía que había firmado por el Baskonia diciendo que no es cierto.,0.075
#DiaDelMaestro ¡Feliz Día del Maestro! ,0
 Una cámara termográfica para prevenir lesiones deportivas #Ciencia ,0
"Hasta en eso eres estupido Attolini. No. Bellas Artes, Ocesa, NBA, NFL, Azteca y quién quieras tienen Relaciones Publicas y hacen cortesías como estas. Y mira que le sé eh... Ay te lo dejo de tarea. No opines tonterias solo por participar.",0
"cuando tengo hambre soy una mmgvo, perdón",0.8
   Qué raro! El link funciona. Lo copio aquí por las dudas: ,0
la empanada es bendita! ,0
"Sigo sin entender por qué lo malo, lo gafo y lo estúpido sí puede hacerse viral, pero las buenas acciones deben pasar ""por debajo de la mesa"" ¿? ",0.05
"Patricia Sornosa: ""Los chistes se escriben con el cerebro, no con el pene, y las mujeres también tenemos cerebro"". Gran entrevista",0.05
Por un momento pensé en fijarme peeeero después me acordé q directamente me faltan las tetas ,0.375
"En este post les voy a explicar las diferentes funciones de la tiroides . Primero vamos a hablar un poco sobre el yodo, es un nutriente esencial ",0
Tengo una nueva compañera de trabajo que siempre me cuenta las bondades socialistas y cómo el cambio climático va a destruir el mundo,0.125
 JAJAJAJAJAJA que cagado que olviden los orígenes de su Mesías ,0.7
  si solo uviera sido el jefe de la policia y los que estaban por encima y mucho,0.075
Hasta luego Lucas!!Se nos rompió el amor De tanto usarlo De tanto loco abrazoSin medidas De darnos por completo,0
 yo creo que deberias irte a la mierda,0.875
"Como lo sabe hasta el Hombre Araña, todo el poder implica toda la responsabilidad. No basta con ser legítimo. Ni mostrar que se es poderoso. Hay que ser efectivo.",0
"Pero lo inmaduro q es, ya q ósea te premio el universo con un pene grande y el cerebro de hormiga",0.5
se filtra el capitulo final d los simpsons ,0
"Todas las chavalas que me odian me acaban llamando zorra, alguna sin saber mi nombre, qué genial todo ",0.625
"Esa es la sociedad ignorante, resentida, ingrata e incapaz, que votó por el presidente más desgraciado de la historia.  ¿Quién nos va a proteger de ellos? ",0.075
Yo mecagüen en el hijoputa que abatió al pobre perro y ojalá se muriese ese malnacido lentamente. Y del mismo modo mecagüen en la puta madre de los responsables del hotel que avisaron a esa chusma de la policia. ,0.725
 Claro amigo,0.025
 sos tan hipocrita e infeliz..como siempre mintiendo...sos obtuso necio..y defensor de ladrones,0.625
Un ejercicio para la mente: ¿qué monedas hay en la alcancía y cuántas son? ,0
"Yo en niña sana con mi jugo, mis compañeros con sus cervezas, tabaco y marihuana",0.175
y Morena tienen sumido a nuestro país en una grave crisis energética y a millones de mexicanos afectados. En Acción Nacional exigimos que cumplan con su trabajo y regularicen el abasto de combustible.,0
" El campo mexicano: resucitarlo, dar apoyo real y efectivo...",0.05
 TRIMARDITO CHABESTIA,0.95
  Desprecio es llamarle a alguien xenófobo y luego abrazarle. Estás tonto o qué? Menudo ejemplar.,0.8
¿Cual es la aplicacion mas inutil que andan en su telefono?,0
" Para enfermo de mierda, estás loco",0.65
mardito no puedo ver el nopor tranquilo ,0.7
"Se merece todo lo bueno del mundo y más, que persona tan hermosa e increíble",0.075
"Me acuerdo en el cine esta parte, fue como que lindos, ay me voy a largar a llorar y al último me cagué de risa porque seokjin se asustó con el corcho del champagne JAJAJAJAJAJA",0
"Si esto no es amor, entonces soy una loca sin motivos. ",0.45
Empanaditas de pollo con mi amor y la suegri ,0.025
Hay que ver que cada dia nos volvemos mas estupidos intentando cambiar nuestro idioma por wl twma de genero. La muy subnormal no se da cuenta que la Patria es femenino. Que alguien la devuelva al colegio por favor,0.375
que vivan las caraotas con azúcar nojoda,0.2
"Para que volver al campo? Si alla no hay Clap, no hay dadivas mentirosas, si alla hay que trabajar, si alla no hay vivienda (ficticia) gratis. otra cosa A MAS CONTROL MAS CORRUPCION! ",0.125
"Ganó el país ante tremendo despilfarro. Esta es la imagen de fin de año un gobierno necio que no reconoce errores,… ",0.175
" : —¿¡Qué haces pendejo!?—Te estoy abriendo la puerta porque soy un caballero.—¡Cierra la puerta, estoy cagando!",0.7
"Se llama Ron ,con un collar azul y es muy asustadizo. Necesita tomarse una pastilla al día. RT POR FAVOR ",0.075
" : Periodistas ingresaron al Hospital Universitario de Caracas: ""trabajan sin luz debido a la falta de bombillos en el ce…",0.025
Y hoy en  ...Canción de  :Súbeme la RadioTeléfonoMicromanía (Los micrófonos)Marta tiene un microfono,0
"Tengo el gusto de informarles que me uno al equipo de trabajo de para la temporada como analista estadístico, una responsabilidad que asumo con el mayor compromiso y entusiasmo. Agradecido con Dios y la directiva por esta extraordinaria oportunidad.",0
" : Me tome el trabajo de hacerlo, asique si lo pueden difundir, se los voy a agradecer️ ",0.05
" Que puto asco de persona, ¿por qué decir eso?",0.9
"Fui a comprar una bikini, me probé el talle mas chiquito y el corpiño me sigue quedando grande. MI FALTA DE TETAS ME DUELE",0.425
"Gente, estoy vendiendo ropa nueva deportiva super barata y algunas cosas usadas. Por fa se agradece rt ",0.025
" : Recomiendo la lectura de este artículo. Mucha gente, como Carlos Sandoval, siente que es aquí donde debe estar en este momen…",0
Dormir mal también aumenta el riesgo cardiovascular - ,0
   SI CABRON YA VETE DE MEXICO NO TE OCUPAMOS CON ESA MENTALIDAD MEDIOCRE,0.525
Síntoma de que tienes VPH y que te hace falta ver al médico.  #salud #medicina #medinamentos… https://t.co/CnZMOcbYVg,0
" : Una niña visita a su padre, encerrado como resistencia frente a los despidos en una fábrica. Argentina.

Foto Jesús Da…",0.05
Me llegó un olor como de arroz con pollo y me fui de muerta de hambre a la cocina para cenar y me encuentro con un picadillo de atun,0.3
"Marico, yo no soy un santo. Pero de pana que la gente está enferma con el sexo, qué puto asco.",0.8
 :  Lo respondimos en  hace un rato. Ese proyecto de ley es copia de las ideas de un grupúsculo llamado Col…,0
 : quiero este concierto en mi casa ,0.05
"Chamo, ya estas pasao' de mojonero ",0.75
"Les juro que no logro entender como hay viejas taaaaaan lindas y no se pueden tomar una foto sin un maldito filtro,… ",0.3
"De rigurosa Lectura, chicos.     
 ",0.025
Mi actual lectura es el niño con el pijama de rayas...,0
"todita contracturada, rota de que me hayan cagado a palo, con ampollas en los pies, durmiendo 4 horas en 3 dias y s… ",0.6
 Si obvio que se dice por eso pero porque lo que no podía tener un nombre de mujer por lo menos el juego d… ,0.5
" : Físicamente hecho puta, mentalmente también.",0.65
" : Estas desgraciado tienen comprado a los jueces corruptos en Ecuador ,por eso no se hace justicia para estos mal nacidos ht…",0.775
" : Alguien puede estudiar desde la computadora? Yo necesito el papel para subrayarlo, hacer anotaciones, arrugarlo, doblarlo,…",0.05
Desgraciado maduro suelta el poder por que vas a quedar muy mal el.dia que te vayas ridiculo,0.95
 : Soy una loca que no para de soñar,0.1
Siento que me entran bichos en las tetas que no tengo,0.45
  El man es gay y todo. Pero no sale a destruir lo ajeno como uds que como maricas le come… ,0.725
" : ¿No les parece que Twitter ha dejado de ser divertido?

Puras malas noticias, grillas, gente tirando mal pedo.

",0.3
" Te dejo porque nos odiaba , ese trimardito odiaba a Venezuela y era un gran vende patria que nos entrego a Cuba",0.925
" nojoda, no me jodan... no publiquen noticias q no posean ni un por ciento de veracidad nojoda, a menos q uds sean chavista",0.8
 Te lo mereces por perro,0.375
 La ciencia explica por qué se nos hace tan difícil elegir qué ver en Netflix ,0
"Bueno, amo de casa, empieza tu trabajo...",0.375
 :   Cómo le contestas a una cuenta paramilitar que no tiene ni 10 seguidores manejada desde Caracas.,0.05
 : Grandes cosas vienen para el deporte paralímpico colombiano!  ,0.05
"14. Deja tu celular, tu computadora o la televisión un rato y sólo mira por la ventana. Observa los pájaros, escúch… ",0.525
"   Viejo si pero guevon también, en cambio usted un imbécil que se cree inteligente",0.8
" Hoy con una compu, software y buenos analistas de vídeo, esos números se consiguen y se memorizan. Un… ",0.3
Una bronca no se puede ni hablar con esta vieja de mierda,0.85
Arrimenlo a los tribunales por jeton y por perro leal a JOH. Y sobre todo por la forma despectiva que se refiere al… ,0.8
 : No me separo de la televisión teniendo esperanza por el pequeño Julen. Todo mi cariño para los familiares. Estamos con vo…,0.05
" : Estas desgraciado tienen comprado a los jueces corruptos en Ecuador ,por eso no se hace justicia para estos mal nacidos ht…",0.05
"Bueno, ya que coño, si el guardaespaldas tuerto y la enfermera se llevaron, que el médico se haya metido un bille e… ",0
" : Marcelina Meneses fue una mujer boliviana que eligió la Argentina como destino migratorio.
Llegó al país con su familia a me…",0
 : Si tanto te molesta una lectura de los otros armate la tuya propia con un libro de Galeano o algo así facilcito de leer.,0
 : y si escrachan a tu amigo por abusador y lo defendes igual sos la misma mierda corta,0.425
" : El Espacio Público es clave para nuestro país...seguridad, salud, convivencia, cultura, educación, deporte. De los 10m2…",0
" : Lo dijo CABELLO



""Chávez es tan certero que escuchamos los discursos de hace 10 años es como si fuera ahorita. No…",0.3
QUE QUEDA UN PUTO MES,0.3
Sin ofenderse acá en Quito conozco más hinchas del Tachira y del Caracas FC que hinchas del emelec..!!,0
" : Tu hermana es una zorra jajajajaja me reí

TU SONRISA ENAMORA ÁMBAR",0.975
eres una basura y me arrepiento de alguna vez haberte apoyado imbecil,0.7
"Síguendo con otro tema está que como voy a entrar a otro colegio por fin iré a este sola, pero entre tantas cosas como secuestros, violaciones entre otras cosas tengo más miedo que antes, y mi padre me presiona para tomar un curso de defensa personal",0
"No demuestro un carajo, pero siento un montón.",0.45
Gráfica cortesía de la Caracas inolvidable. Autobús Mercedes Benz. Si no me falla la memoria pertenecían a EMTSA. pasaje 0.50 y no se podía viajar de pie. ,0
"La prostituta del imperialismo   no ha hecho más que cumplir ordenes.

Jamás se preocuparon por derechos human… ",0.85
 :  Tu eres un depravado o un violador? Yo no. Sí te sientes identificado con eso ve y entregate a la policía.  Yo tengo…,0.875
Que no se haga pendejo #lopitoz que con gente tan pendeja como tu que todo creen esta sembrando odio a todo el que con su esfuerzo gana dinero y si quieres ganar lo que ellos ponte a estudiar minimo la secundaria y de paso lo llevas #Mexico,0.5
"  No hizo lo q se podía, hizo un mamarracho q le vendió Prat Gay y así estamos. Defender semejan… ",0.25
"“Fui perdiendo un poco la humildad y un poco la belleza.""

– ",0
"El Pdte. de la República Bolivariana de Venezuela, Nicolás Maduro,  asume el cumplimiento del Plan de la Patria 201… ",0
"Nojoda los cordobeses nada más se emocionan y bailan con vallenato, del resto niver",0.45
" : Jamás se me pasó por la cabeza que íbamos a tener a Shawn en Latinoamérica a final de año, ya quiero ver esos tweets de…",0.025
VOY A LLORAR PORQUE LITERAL ES ESCUCHAR A UN BEBÉ ,0.025
" : Hermanas, juntas somos imparables
¡Málaga será la tumba del fascismo! 
Salud y República ️ ",0
Mojonero! ,1
"Para mi no hay más hijo de puta en éste planeta que el desgraciado que le mete coca a la cerveza, un Bolsonaro de l… ",0.95
" :   Tendria uno que ser muy ""guevon""  o ser de Centro para tragarse el cuento de que mataron a ese d…",0.625
"Sector salud del Distrito, preparado para Lectura del Bando ",0
"Si no tenés el culo sucio, tenés que estar tranquilo. Es corta",0.625
anoche ví aproximadamente a 25 personas empinando un frizze azul y me resultaba imposible no gritar POR Q TOMÁS ESO NO SEAS DEGENERADO,0.375
"Obvio no estupido! los Charios creemos que es una figura presidencialista de centro izquierda con tintes progresistas y políticas económicas anticíclicas, disminuyendo el gasto corriente y aumentado el gasto de inversión.",0.05
 de un pingaso,0.625
que ganas de irme a la mierda de este pueblo choto,0.575
Me quedan 100 días de felicidad️ ,0.025
tu eres gay o marico? Pq perguntas? ,0.575
" : ¿Te gustaría que tu hij@ aprenda sobre naturaleza, ciencia, conservación de especies y cuidado del planeta? Con #OpaPopaDupa,…",0
 Si lo sueltan..... Ojala lleve la verde!!! Con la Jocketa no debe haber comiquita,0.3
" : “Ya ves, que te dije, por pendejo”  ",0.3
si no encuentran trabajo tomen la idea de sebastian olzanski y ponganse todas a vender chocolates a 50.000p en el unicenter,0
 te odio no es divertido,0.625
  Y sobretodo la vida de un ser humano. Desgraciado!.,0.65
Amo  tu totona pero a  ti te odios: me siento relajado,0.9
" Lo curioso es que mi tío es usted, asqueroso enfermo de mierda ",0.8
" No puesdes ser más tonto payaso, que Mirian se a colado en la final, eres un impresentable, la revent… ",0.325
"Sí, es probable que haya sido eso. Sonaba muy raro todo. Se dieron cuenta que Ivar tuvo la misma actitud que Ragnar tuvo con él? Seguro sobrevive Baldur...pero ahora, le está haciendo a ""su hijo"" lo que odió que a él le hagan toda su vida. Después se justifica.",0.05
Puro pendejo justifica que Chivas perdió por el arbitraje.,0.4
 :     Es un trabajo grande el que se ha hecho. Yo he estado viendo las obras. Lo…,0
  Y cuales son tus cojones?ser un comemierda y arrastrado chavista vendepatria. Me saludas a la mula de tu madre.,0.925
Ya no sé de ella ni por myspace... no deja ni un mensaje de texto,0
Atención: #18Ene UCV #Caracas PNB en muchas áereas del recinto universitario | El régimen ultraizquierdista de #Maduro violando la autonomía y provocando a los estudiantes | La orden desde #Cuba es sofocar cualquier intento de protesta en la universidad ,0
"105 años de la mierda más grande que dio este país, desde directivos, jugadores hasta su ""hinchada"", cuadro miliquero patotero gallina buchón alcahuete toca pito pro dictadura mata flía, sin identidad ni valores de nada. Nacieron mierda y morirán mierda.",0.8
 : me haré bn mierda bye,0.425
Y que paja hacerme un instagram nuevo ,0.25
Me odio a mi misma por ser tan cuaima ‍️‍️‍️‍️‍️,0.3
"Ya es casi 2019, dejen decirle a la totona ""papo"" gracias",0.3
" : Ole guevon  se acuerda de Esteban Mosquera?.
Todas las oportunidades las tuvo pero prefirió ser marihuanero y v…",0.35
un dia iba caminando por ahi pensado en que iba a comer cuando se me terminara la empanada y depronto siento la mir… ,0
" : El Iceberg que hay en la parte inferior izquierdo del mapa esta perdiendo salud 30,000 por segundo y tiene una salud tota…",0
"Aplaudo a Bolsonaro por aprobar por decreto y sin más preambulo,la inmediata resolución de que los ciudadanos se ar… ",0
Ese moño te queda feo regalada,0.45
Estoy como si me hubiesen cagado a patadas. LPM,0.8
"Qué paja el academicismo dogmático, todo lo tienen que demostrar con autores (que casi siempre son onvres).",0.275
" : Don   como así, supuestamente usted twiteo que estaba indignado, yo lo veo cagado de la ris…",0.3
" : A ver IDIOTA. Funcionarios entre médicos generales, especialistas, enfermeros, tecnólogos médicos, laboratoristas, etc.. J…",0.625
Malparido comunista hijo de puta ,1
"  ¿QUÉ HACES PEGÁNDOME, DESGRACIADO?",0.775
decime como haces para tener un mismo layout tanto tiempo  — xq m da paja cambiarmelos entomces encuentro uno q m… ,0.05
  en esta narco dictadura marxista y comunista de narco payasos y sus narco putas y jalabolas… ,0.925
"  Ya sabemos que eres un ardido, y estúpido.",0.925
 Ah no vale bro y entonces? falta que digas que la empanada se come con cubierto cheko,0.075
" : Nos cuida las bicis todo el verano al rayo del sol con 30 y pico de grados en la balconada, jugo un fútbol con nosotro…",0
" : Sólo la lógica del criminal explica el disparate anunciado por el dictador Maduro.
Además d ilegítimas, las “medidas” so…",0.4
Te vuelvo a ver viendole el culo y te meto tu coñazo ,0.8
 no solo eres una basura mediática que no hace nada bien más allá de jalarle bolas al vampiro lácteo… ,0.675
  a esta bruja ya que le llegue que se vaya con Calderon y Fox. Por corrupta.,0.65
"Un chamo me acaba de escribir con mucho cariño que me admira mucho y le impresiona todo lo que he logrado ""a pesar de mi autismo"". ",0
" :  Mi hija menor le paso en junio
Y gracias a thelma se animó a contarlo!!!
Mi hija lo público y salieron más.…",0
   Coño y como hace el guevon de a pie para poder comprar con la tdd… ,0.475
"Matemáticas, geometría, calculo, física y unos cuanto manusheros, la ciencia de jugar canicas. ",0
 Mas triste de una “madre de la patria” haciendo eco de tal fuente. Sea seria y use fuentes válidas. Sino queda como “vieja de patio”,0
La puta madre gracias dios por hacerme contemporaneo com este River,0.625
Una chica violada y muerta por un puto enfermo violador y asesino de mujeres y aquí la peña con sus teorías de mier… ,1
 : Estuve 17 días en Caracas luego de dos años sin ir. Quiero comenzar por lo bueno: todos los afectos con los que tuve t…,0
 : En Cuba más de 86 mil personas están consagradas a hacer ciencia y de ellas 53 por ciento son mujeres #CiegodeAvila #Cien…,0
 Jalabolas..ahora a comer patria,0.625
" : Si la verdad que soy una persona complicada. Oculto mucho mas cosas de las que digo,quizas a lo mejor por eso,a veces, me…",0
 : no puedo creer la cantidad q toy escabiando en un par voy a empezar a salir con una petaquita escondida en las tetas y le vo…,0.6
"La fuente de ganancia y consumo suntuario de los capitalistas es la plusvalía extraída de los trabajadores. El hecho que un empresario asuma como Presidente de la República, no lo transforma, éste seguirá anteponiendo sus intereses por encima de los de la clase que ha explotado.",0.05
Esta es la loca que escupía bilis al abogado de Darthes cuando Iúdica le cortó el micrófono. Mirála vos a la sorora!!!…,0.325
 Con el café y la empanada,0.075
 : El alma de los pueblos es la constitución,0
" :  Vendido TRAIDOR.  Lenin,  eres una basura!",0.8
"AL MÁS DESGRACIADO LE ESTÁN MATANDO LENTAMENTE: ""El grave deterioro físico en prisión del falso cura impide que tir… ",0.625
" : #Urgente
Desde  Perú
Lee el pronunciamiento el primer teniente José Hidalgo
Grupo de militares venezolanos se pronuncia en un…",0
" : Lo que me das, lo que te doy nadie lo sabe
El calor de tu piel es una de tus cualidades.",0
"Si quieres vivir una vida feliz, átala a una meta, no a una persona o a un objeto. #Tips #Frases #Seguros #Motivacion",0
 :  Entrega de Programas Integrales de Desarrollo de la Secretaría de  y del Trabajo y Previsión Social …,0
" : Holis, tengo un perro pastor alemán pura raza (anda flojo de papeles pero pura raza al fin) se llama Felipe y es un pan…",0
" : Estimada foca con cargo: La clase parasitaria que vive del trabajo ajeno no es la burguesía, eres tú.",0.5
 : Yo copiaba frases así de Google y las pegaba en facebook jajajajj ,0
 : LE HACEN UN SUMARIO POR LO QUE PIENSA. ENTIENDEN ESO??? LO VAN A SANCIONAR EN SU TRABAJO POR OPINAR DISTINTO EN EL ÁMBITO PR…,0
"  La luna me está mirando, yo no sé lo que me ve, yo tengo la ropa limpia, ayer tarde la lav… ",0
  No solo por lo aparato sino por lo degenerado! Un pedofilico,0.8
" Me matas de amor, lo sabees??
",0
Venezuela. Delegados de 94 países acompañaron a la juramentación del Presidente Nicolás Maduro/ La Solidaridad Inte… ,0
" :  VETE DE UNA VEZ,  MAMARRACHO!!! ",0.425
" eso es algo que un anormal diria, buenas noches",0.625
Será divertido igual de entonces ,0
Bando de degenerado,0.325
Alguien vaya al cine conmigo,0
  Si está regresando el 50% Mardito de los que se han ido,0.625
Normalicen fomentar la lectura y la venta de libros en vez de legalizar la compra y el uso de armas de fuego.,0
" Riquelme sabe de fútbol mas quw vos gordo estúpido! 
Le cerro el orto a todos. Mil besis!",0.5
hacer stream desde la computadora siempre va a ser lo mejor porque en el celular mantengo abiertas como 6 apps y me… ,0
"Dicen que dios le da las batallas más difíciles a sus mejores soldados pero yo, njda debo ser el más arrecho de su ejército",0.675
 Nadie loca,0.45
estaba re tranqui jugando a los sims 4 y mi computadora se apagó sola,0
Por eso tendrás 7 años de mala suerte. Si los novios te dejan o te montan cacho ya sabes por qué es. Lo mejor es que no dejes descendencia.,0.125
"Y entre tanto ramerío, ya te apodamos la ramera",0.625
"Marchetti, el engendro casado con el engendro de Donda, es un pervertido, un depravado, lo raro es que haya gente que lo sigue queriendo",0.325
Agradezcamos a ⁦⁩ por el ruido que ha hecho respecto a  PERO vamos a exigirle cautela en estas horas ,0
"Es re estúpido cuando tiran indirectas porque su ex pareja tiene a alguien más en su vida. A mí más que molestarme, me hace feliz que mi ex hoy en día tenga a alguien que le haga bien, que lo cuide como se lo merece. Uno no tiene que vivir encerrado después de una separación.",0
"Actualmente trabajo para dos empresas Chinas del Acero y Aluminio, con facilidades para importar hacia Venezuela SIN SIDOR o ALCASA",0
"Si, seguramente tiene veracidad porque es una cuenta crema . Se nota te puse mas anormal de lo que ya sos, días pensando que responderme. Mis goles todavía retumban en tus nalgas. ",0.375
Estos 13 snacks y alimentos contienen más proteínas que una barrita proteica (y mejores nutrientes),0.05
¿Requieres  una #Fianza? Ven a nuestra sede y serás atendido por nuestro equipo de trabajo; contamos con el personal altamente capacitado en la materia.,0
Ustedes hacen estas cosas y yo quiero llorar más las/os odio ,0
"Y todavía los borregos miserables creen en los que les dice el Maldito Chavista mayor.  No hubo pernil para todos ni lo habrá, se acabó la época de la renta multimillonaria donde ustedes recibían las sobras, ahora que entra poco a los bolsillos de sus lideres no hay pa ustedes. ",0.575
Ahora es gay el marico este,0.625
"Este mmgvo, de bolas que soy completamente de él",0.95
"Se ha pedido información y nada, nos aturden con frases distractivas para que no preguntemos",0
"Que mal lo paso desde que Manolo Valle dice que a los que hablamos castellano, nos asedian en Barcelona. Ya no hablo con nadie y he llegado a casa corriendo desde el trabajo como si no hubiese un mañana. Gracias Manolo, te como los huevos!",0.375
 : Por qué nadie me lo dijo debo haber parecido un idiota ,0.625
"Al final comió veneca, no se aguantó ese negro corrompido. ",0.875
Me gustó un video de   EL MEJOR REMEDIO PARA LA TOS SEGÚN LA CIENCIA | EVIDENCIA CIENTÍFICA | DOCTOR,0
